STATION,NAME,DATE,AWND,FMTM,PGTM,PRCP,TAVG,TMAX,TMIN,WDF2,WDF5,WSF2,WSF5
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",01-01-2000,7.38,1545,1532,0,39,46,31,180,170,15,17
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",02-01-2000,7.61,1826,1837,0,46,54,37,180,180,21,23
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",03-01-2000,3.13,1045,934,0,53,60,46,230,240,10.1,13
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",04-01-2000,14.54,1841,1840,0.62,51,55,47,210,210,31.1,40
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",05-01-2000,17.67,851,858,0.04,38,47,28,320,300,28,40
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",06-01-2000,10.51,1951,1951,0,33,42,23,200,200,16.1,16
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",07-01-2000,14.09,1545,1540,0,42,49,35,270,290,31.1,40
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",08-01-2000,13.42,2352,531,0,34,38,29,300,290,23,28
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",09-01-2000,7.16,233,205,0.01,43,49,37,220,220,16.1,17
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",10-01-2000,15.43,1703,1525,0.58,49,55,42,180,120,34,40
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",11-01-2000,20.8,1206,1205,0,47,53,40,240,240,44.1,49
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",12-01-2000,17,2354,524,0,44,48,39,260,290,31.1,38
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",13-01-2000,16.11,1954,2027,0.01,29,40,18,310,340,34,40
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",14-01-2000,25.28,1229,1229,0,19,23,14,290,290,36,40
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",15-01-2000,9.84,102,105,0,24,31,16,310,310,25.9,32
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",16-01-2000,21.25,1935,2123,0,35,47,22,310,310,45,51
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",17-01-2000,24.61,405,404,0,15,22,8,320,320,40,49
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",18-01-2000,12.75,128,219,0,12,19,4,330,330,23.9,28
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",19-01-2000,9.84,1829,1832,0,20,30,10,300,320,16.1,17
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",20-01-2000,13.42,2342,2342,0.09,24,28,20,310,310,21.9,25
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",21-01-2000,27.29,1901,1912,0,17,24,10,290,290,38.9,47
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",22-01-2000,18.79,1022,314,0,15,21,9,300,280,32,40
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",23-01-2000,7.38,1853,2243,0.01,22,27,16,50,30,14.1,15
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",24-01-2000,7.61,2341,2340,0,30,36,24,30,30,19.9,25
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",25-01-2000,308.03,1217,944,0.53,30,33,26,20,20,34,44
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",26-01-2000,14.54,2001,2000,0.01,27,31,22,310,310,23.9,25
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",27-01-2000,22.59,1928,1928,0,17,22,12,300,290,31.1,36
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",28-01-2000,20.8,854,854,0,16,22,9,300,300,32,38
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",29-01-2000,10.96,828,1341,0,25,33,16,320,330,17.9,21
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",30-01-2000,6.04,2307,2316,0.46,27,38,16,90,90,28,34
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",31-01-2000,17.9,1402,1616,0.1,35,42,28,250,250,30,34
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",01-02-2000,17.45,2029,2212,0,31,35,26,250,270,23,28
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",02-02-2000,22.37,22,33,0,26,29,22,290,290,32,40
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",03-02-2000,8.05,310,309,0.08,27,32,21,300,300,21,25
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",04-02-2000,4.7,829,828,0.01,29,31,27,60,60,14.1,16
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",05-02-2000,14.32,818,1637,0,31,35,27,310,260,23.9,28
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",06-02-2000,17,717,716,0,33,37,28,290,270,29.1,36
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",07-02-2000,18.34,1436,1516,0,36,44,28,290,290,29.1,34
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",08-02-2000,9.84,2325,36,0,25,29,20,210,360,19.9,23
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",09-02-2000,10.29,2359,2359,0,35,45,24,210,220,19.9,21
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",10-02-2000,8.5,1043,1024,0,40,50,29,70,50,15,17
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",11-02-2000,12.97,2122,2058,0,40,50,30,310,300,32,36
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",12-02-2000,8.28,209,209,0,28,32,24,320,320,28,30
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",13-02-2000,7.38,1408,1424,0.2,30,39,21,120,130,14.1,16
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",14-02-2000,13.2,1000,959,0.39,45,50,39,180,170,38,44
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",15-02-2000,17,354,355,0,37,44,29,310,300,33.1,40
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",16-02-2000,12.3,2143,2020,0,40,51,28,310,310,29.1,33
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",17-02-2000,14.54,333,332,0,33,40,26,310,310,33.1,38
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",18-02-2000,11.41,1645,1643,0.83,32,37,27,60,60,21.9,25
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",19-02-2000,9.17,331,331,0.25,31,32,30,100,100,16.1,19
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",20-02-2000,14.54,1418,1141,0,35,40,30,280,290,23,29
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",21-02-2000,10.74,134,134,0,37,43,30,290,300,17.9,21
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",22-02-2000,8.28,1523,1638,0,37,45,29,160,170,15,16
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",23-02-2000,5.82,1519,1518,0,40,51,29,180,180,13,15
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",24-02-2000,5.37,1227,1243,0,47,56,38,180,180,11,13
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",25-02-2000,10.29,2145,1901,0.1,46,52,39,40,50,21,25
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",26-02-2000,11.41,254,417,0.01,41,43,38,40,40,21,23
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",27-02-2000,8.72,2211,2154,0.02,45,50,39,170,170,28,33
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",28-02-2000,20.58,1910,1909,0.07,46,52,40,330,320,33.1,40
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",29-02-2000,17,257,256,0,46,57,35,300,310,29.1,33
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",01-03-2000,6.71,1605,1600,0,40,45,34,120,120,15,17
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",02-03-2000,18.57,1456,1455,0,43,49,36,310,310,36,46
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",03-03-2000,23.26,1536,1421,0,41,48,34,320,310,33.1,40
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",04-03-2000,14.76,2359,2359,0,43,53,32,310,320,23,28
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",05-03-2000,15.66,1928,1616,0,48,57,38,330,360,28,36
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",06-03-2000,14.32,1241,1240,0,47,55,39,330,320,25.1,31
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",07-03-2000,7.38,1144,1209,0,46,59,32,230,230,19.9,21
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",08-03-2000,7.16,1636,1639,0,50,59,40,100,110,17.9,21
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",09-03-2000,6.26,2056,2056,0,55,64,46,290,300,17,21
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",10-03-2000,12.75,254,253,0,52,61,42,310,310,23.9,30
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",11-03-2000,14.76,1425,1404,1.73,42,44,40,60,70,25.1,32
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",12-03-2000,15.21,1840,1836,0.23,44,53,35,300,300,32,40
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",13-03-2000,11.41,1030,1029,0,40,48,32,310,320,25.1,29
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",14-03-2000,13.87,2024,2023,0,42,49,35,190,190,25.1,30
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",15-03-2000,14.09,1706,1705,0,46,54,37,180,180,33.1,36
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",16-03-2000,9.17,1941,1938,0.67,52,61,42,170,170,19.9,23
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",17-03-2000,19.46,1555,1325,0.58,40,52,28,340,350,32,38
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",18-03-2000,11.63,129,129,0,30,37,22,350,350,32,40
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",19-03-2000,7.16,1305,1418,0,33,39,27,120,130,15,17
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",20-03-2000,12.53,2329,2322,0,39,46,32,60,50,21,28
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",21-03-2000,17.67,2311,1921,0,41,44,38,60,60,28,33
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",22-03-2000,14.54,206,205,0,43,49,37,50,60,29.1,33
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",23-03-2000,5.59,1304,1305,0,41,48,33,180,170,13,14
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",24-03-2000,8.95,853,834,0,53,65,41,360,360,17,21
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",25-03-2000,12.3,1517,1525,0.04,48,54,41,170,170,28,32
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",26-03-2000,13.2,1712,1601,0.01,56,65,47,290,300,23,29
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",27-03-2000,14.76,2343,2343,0.01,46,55,36,120,120,25.9,34
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",28-03-2000,18.12,1144,1141,0.86,53,58,47,250,220,32,36
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",29-03-2000,21.03,1557,1556,0.01,51,57,44,260,270,36.9,44
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",30-03-2000,12.53,2045,2045,0,48,56,40,350,360,21.9,25
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",31-03-2000,10.29,1515,1414,0,48,58,37,330,300,21,29
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",01-04-2000,10.29,1706,1706,0,48,58,37,180,180,21.9,25
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",02-04-2000,13.2,1630,1641,0,51,58,44,180,170,23,25
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",03-04-2000,7.38,2333,2336,0,53,57,49,170,170,19.9,23
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",04-04-2000,19.46,358,358,0.11,55,59,50,180,180,29.1,34
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",05-04-2000,19.46,1240,1239,0,46,50,41,270,270,29.1,36
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",06-04-2000,13.42,2014,2014,0,53,68,38,320,310,28,31
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",07-04-2000,11.86,2320,2253,0,55,59,50,110,110,19.9,25
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",08-04-2000,19.69,1439,1409,0.01,54,60,48,160,160,34,42
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",09-04-2000,21.7,814,1341,0.47,40,50,30,300,270,36,42
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",10-04-2000,15.66,21,1417,0,46,55,37,260,260,25.1,31
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",11-04-2000,8.72,1245,1242,0.08,42,48,36,80,70,16.1,19
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",12-04-2000,17.67,1452,1452,0.02,46,52,40,300,300,31.1,36
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",13-04-2000,12.08,940,939,0,42,48,36,20,30,17.9,21
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",14-04-2000,8.28,1531,1518,0,43,50,36,150,140,15,17
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",15-04-2000,4.25,2024,2021,0.5,52,59,44,170,180,15,17
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",16-04-2000,8.72,2207,2216,0.43,63,73,53,20,20,19.9,23
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",17-04-2000,14.99,2017,1524,0.33,47,54,40,60,80,23.9,30
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",18-04-2000,19.69,1506,1505,0.02,44,48,40,50,40,32,40
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",19-04-2000,14.76,732,1327,0,51,59,42,20,30,21.9,28
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",20-04-2000,7.83,1317,1302,0,51,54,47,180,210,14.1,16
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",21-04-2000,17.9,1207,1206,2.02,47,48,46,100,90,30,38
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",22-04-2000,12.97,17,42,0,48,50,45,30,50,23,25
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",23-04-2000,15.88,1554,1616,0.01,47,50,44,300,300,25.1,29
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",24-04-2000,12.75,1328,1326,0,57,69,44,310,310,23.9,30
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",25-04-2000,13.65,1613,1612,0,51,55,46,90,90,21.9,25
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",26-04-2000,13.87,832,128,0.01,43,47,39,20,40,23,29
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",27-04-2000,9.17,1435,1445,0,44,49,38,170,180,17,17
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",28-04-2000,8.72,1424,1423,0,50,56,44,190,180,17.9,21
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",29-04-2000,9.4,1219,943,0,54,66,41,40,70,19.9,25
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",30-04-2000,16.11,1536,1545,0,56,65,47,310,310,30,36
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",01-05-2000,11.41,1728,1415,0.02,49,57,40,170,150,25.1,33
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",02-05-2000,10.74,1242,1204,0.08,60,67,52,360,360,25.9,33
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",03-05-2000,10.74,837,855,0,55,62,47,110,110,19.9,21
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",04-05-2000,15.21,1513,1752,0,55,62,47,160,190,29.1,33
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",05-05-2000,8.5,1420,1835,0.08,68,83,53,230,220,17.9,19
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",06-05-2000,8.5,1858,1854,0,72,85,59,190,190,21,23
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",07-05-2000,8.28,2114,2108,0,74,87,60,320,310,29.1,36
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",08-05-2000,6.93,1753,1752,0,73,83,63,180,180,19.9,23
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",09-05-2000,10.51,1023,1012,0,75,86,63,220,230,19.9,23
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",10-05-2000,16.11,1345,1345,0.15,63,74,51,70,70,28,34
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",11-05-2000,12.97,1056,1033,0,64,75,53,320,310,25.9,32
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",12-05-2000,8.95,1409,1409,0.06,62,67,57,120,110,21,28
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",13-05-2000,8.5,2026,2025,0.41,64,71,56,270,270,21,25
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",14-05-2000,13.42,716,716,0,65,72,57,320,320,23,28
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",15-05-2000,9.17,2356,2355,0,58,64,51,360,360,25.1,30
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",16-05-2000,10.51,1635,1740,0,57,65,48,170,180,23,25
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",17-05-2000,11.63,1555,1625,0,61,66,56,150,150,21,23
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",18-05-2000,16.33,1524,1515,1.6,63,68,58,180,180,32,38
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",19-05-2000,12.3,1008,1008,0.72,55,62,47,70,70,25.1,31
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",20-05-2000,7.38,203,15,0.18,49,52,46,40,30,15,17
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",21-05-2000,5.59,1645,1621,0.03,54,56,51,140,120,10.1,13
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",22-05-2000,8.05,1127,1126,0.2,54,57,51,110,120,16.1,19
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",23-05-2000,10.07,1806,1806,0.05,56,60,51,160,160,21.9,25
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",24-05-2000,13.2,1801,1800,0.44,65,75,55,280,280,25.9,30
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",25-05-2000,12.75,1016,1015,0,67,76,57,280,280,29.1,34
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",26-05-2000,10.96,1634,1635,0,68,77,59,310,300,23.9,28
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",27-05-2000,10.96,1208,1438,0,63,68,57,230,270,21,23
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",28-05-2000,9.4,344,236,0,61,67,55,20,10,16.1,21
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",29-05-2000,11.86,1039,1039,0,58,64,51,50,80,21,25
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",30-05-2000,11.18,1732,1731,0,56,62,50,100,100,21,23
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",31-05-2000,6.26,1416,1253,0,57,61,52,200,180,11,14
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",01-06-2000,8.05,925,929,0,68,79,56,230,230,17,17
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",02-06-2000,10.07,1901,1859,0.03,74,85,63,310,300,36,45
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",03-06-2000,12.53,717,708,0,67,74,59,320,310,29.1,34
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",04-06-2000,8.05,1803,1744,0,64,71,56,170,160,17.9,21
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",05-06-2000,13.87,1553,1758,0,63,68,58,90,80,25.1,33
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",06-06-2000,17,2332,1918,2.44,56,60,51,350,360,25.1,36
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",07-06-2000,13.42,1540,1014,0.25,63,75,50,310,360,23,29
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",08-06-2000,9.4,1752,1759,0,65,73,56,180,190,19.9,21
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",09-06-2000,12.3,1104,1543,0,76,89,63,230,270,23,28
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",10-06-2000,12.08,1241,1240,0,79,91,67,220,220,21,23
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",11-06-2000,13.87,1945,1927,0.48,82,92,72,360,330,28,36
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",12-06-2000,9.4,1533,2043,0.17,65,74,56,40,60,15,16
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",13-06-2000,10.74,1655,1653,0.01,58,61,55,90,90,16.1,19
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",14-06-2000,9.62,1423,1223,0,57,61,53,90,100,16.1,19
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",15-06-2000,5.82,2004,2003,0.03,65,73,57,110,120,10.1,13
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",16-06-2000,11.18,1710,1741,0,72,78,66,180,180,21,23
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",17-06-2000,11.63,1758,1754,0,79,89,68,330,340,23,30
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",18-06-2000,5.59,1302,1222,0.12,70,74,66,100,100,14.1,16
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",19-06-2000,6.71,1457,1506,0.01,69,73,64,350,10,14.1,16
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",20-06-2000,9.84,1345,1313,0,72,83,61,360,360,17,21
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",21-06-2000,17.9,1501,1410,0.08,71,76,65,180,180,32,40
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",22-06-2000,12.75,0,0,0.03,76,82,70,250,250,17,17
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",23-06-2000,9.84,1913,1719,0,76,84,67,300,270,16.1,21
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",24-06-2000,9.4,1932,1658,0,73,81,65,170,160,19.9,25
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",25-06-2000,15.88,1408,1540,0,74,79,68,180,180,30,36
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",26-06-2000,11.86,1706,1814,0,75,82,68,180,190,23,28
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",27-06-2000,11.18,1509,1508,0.01,79,88,70,320,320,25.1,31
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",28-06-2000,6.93,1321,1318,0.04,73,78,67,160,170,15,17
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",29-06-2000,6.26,1507,1506,0,69,72,65,160,150,12.1,14
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",30-06-2000,10.96,1717,1446,0,73,81,64,320,320,17,23
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",01-07-2000,8.72,1915,1718,0,72,80,63,190,190,16.1,17
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",02-07-2000,10.51,1817,1817,0,76,86,65,180,180,21,25
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",03-07-2000,10.07,1718,1718,0.27,75,81,68,260,260,29.1,33
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",04-07-2000,8.5,1523,1522,0.01,75,81,69,170,170,15,17
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",05-07-2000,10.96,1642,1548,0,80,89,71,320,310,19.9,33
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",06-07-2000,8.28,216,823,0,71,79,63,360,40,15,19
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",07-07-2000,13.87,1608,1607,0,72,81,63,360,360,23.9,29
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",08-07-2000,9.4,1315,1116,0,70,80,60,330,10,17.9,23
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",09-07-2000,14.09,1814,1831,0,72,79,64,190,200,25.9,31
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",10-07-2000,14.09,1722,1721,0.08,82,93,70,310,310,23,25
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",11-07-2000,10.96,2355,6,0,76,83,68,330,330,19.9,23
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",12-07-2000,9.62,945,903,0,74,82,65,360,10,16.1,19
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",13-07-2000,11.41,1742,1823,0,74,83,65,180,180,21.9,25
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",14-07-2000,10.07,1606,1551,0.08,73,80,66,180,180,17,21
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",15-07-2000,13.42,835,835,1.42,69,71,66,120,120,30,36
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",16-07-2000,6.71,1634,1537,0,72,78,65,160,170,14.1,16
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",17-07-2000,7.38,1701,1326,0.01,73,79,66,150,140,16.1,19
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",18-07-2000,14.09,1529,1632,0,80,91,69,270,290,25.1,31
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",19-07-2000,5.37,2353,7,0.13,67,72,62,360,350,17.9,21
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",20-07-2000,9.17,1132,1159,0,70,77,62,360,70,17,25
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",21-07-2000,12.53,1652,1647,0,71,79,62,170,180,23,28
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",22-07-2000,11.41,1535,1632,0,75,84,66,270,270,21.9,25
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",23-07-2000,7.61,1226,1223,0,71,78,64,200,200,16.1,17
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",24-07-2000,6.49,1219,1104,0.01,72,78,66,120,130,12.1,15
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",25-07-2000,8.95,2129,2153,0.01,70,74,65,60,50,15,17
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",26-07-2000,12.53,1902,1915,3.11,67,70,64,90,80,23,29
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",27-07-2000,9.62,101,53,0.31,68,71,65,90,90,17,21
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",28-07-2000,6.93,113,112,0.02,70,75,64,40,50,13,15
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",29-07-2000,5.82,1042,1041,0,69,73,65,130,120,14.1,15
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",30-07-2000,7.83,1815,1613,0,73,78,67,110,110,14.1,17
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",31-07-2000,7.38,1900,1900,0.04,74,80,67,60,60,15,17
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",01-08-2000,7.16,114,41,0.39,71,76,66,50,50,14.1,17
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",02-08-2000,9.4,2044,2009,0.18,76,82,70,200,190,16.1,19
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",03-08-2000,9.62,1940,1938,0.73,76,81,71,240,240,25.9,31
