STATION,NAME,DATE,AWND,FMTM,PGTM,PRCP,TAVG,TMAX,TMIN,WDF2,WDF5,WSF2,WSF5
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",30-03-2005,8.5,1239,2359,0,49,57,40,200,350,16.1,21
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",31-03-2005,9.4,1757,1802,0.01,44,51,36,110,120,17,17
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",01-04-2005,7.61,2238,2238,0.05,45,49,41,90,90,16.1,17
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",02-04-2005,22.59,2045,2044,1.21,48,53,43,120,130,38.9,49
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",03-04-2005,18.79,128,134,0.01,45,48,41,170,160,29.1,36
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",04-04-2005,16.55,1244,1236,0,50,58,42,290,300,28,34
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",05-04-2005,13.65,829,922,0,56,67,45,300,290,25.1,31
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",06-04-2005,6.93,602,638,0,53,63,43,190,200,16.1,17
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",07-04-2005,11.41,1506,1524,0.25,54,62,46,190,190,29.1,33
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",08-04-2005,10.07,646,1134,0.98,54,63,45,360,360,21,23
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",09-04-2005,9.4,741,749,0,52,61,42,30,40,23,25
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",10-04-2005,5.82,2339,2339,0,51,61,41,10,10,16.1,17
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",11-04-2005,11.63,326,320,0,50,59,40,20,20,21,23
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",12-04-2005,12.53,1736,1735,0,48,57,38,190,190,23.9,28
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",13-04-2005,9.62,1012,1115,0,47,55,39,30,10,17.9,23
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",14-04-2005,14.09,1819,1840,0,51,63,39,100,100,21.9,25
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",15-04-2005,14.99,952,742,0,49,57,40,30,40,25.9,33
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",16-04-2005,9.84,837,1206,0,49,58,40,30,70,17.9,21
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",17-04-2005,8.72,1847,1836,0,56,73,39,190,190,17.9,23
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",18-04-2005,8.5,1537,1536,0,61,74,48,150,150,19.9,21
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",19-04-2005,8.05,1712,1641,0,56,67,45,180,180,23,28
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",20-04-2005,10.29,2154,2153,0,67,80,53,280,280,32,38
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",21-04-2005,14.99,306,305,0,60,73,46,310,310,29.1,36
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",22-04-2005,12.08,2356,2355,0.04,50,56,44,90,100,21.9,25
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",23-04-2005,16.55,1235,1230,0.62,53,56,49,180,190,25.9,31
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",24-04-2005,15.88,25,24,0.05,52,57,46,160,160,25.9,31
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",25-04-2005,19.69,1706,1705,0,49,56,41,260,250,34.9,44
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",26-04-2005,13.2,1533,1532,0,54,61,46,170,170,25.1,32
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",27-04-2005,10.07,1715,800,0.52,59,67,51,210,110,17,21
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",28-04-2005,17,1530,1530,0,58,67,49,280,290,36.9,45
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",29-04-2005,10.29,1423,1507,0,53,58,48,180,180,19.9,21
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",30-04-2005,10.74,1815,1835,1.1,54,56,51,180,180,23,25
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",01-05-2005,10.96,1741,1954,0.19,58,65,50,260,290,23.9,28
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",02-05-2005,13.65,1326,1325,0.02,52,61,43,180,180,30,33
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",03-05-2005,10.74,1546,1546,0,51,58,43,180,180,21,23
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",04-05-2005,9.62,1548,1548,0,52,62,42,200,190,21.9,23
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",05-05-2005,8.5,1414,1413,0,51,59,43,180,180,17.9,21
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",06-05-2005,12.53,1842,1833,0.04,51,57,45,50,50,25.1,31
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",07-05-2005,16.33,901,900,0.02,54,62,46,360,360,32,36
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",08-05-2005,18.79,1739,1531,0,56,64,47,360,350,32,36
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",09-05-2005,9.4,816,956,0,58,66,49,30,20,17,21
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",10-05-2005,7.16,1604,1603,0,55,62,48,150,150,15,17
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",11-05-2005,8.28,1433,1422,0,54,60,48,160,180,14.1,16
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",12-05-2005,13.87,849,848,0,59,69,48,350,360,25.9,33
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",13-05-2005,12.08,1820,1819,0,51,57,45,200,200,23.9,25
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",14-05-2005,10.29,950,41,0,59,65,52,190,230,16.1,19
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",15-05-2005,8.5,1612,1602,0,66,75,57,180,180,15,17
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",16-05-2005,9.4,605,605,0,59,63,54,20,30,17.9,21
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",17-05-2005,10.74,1623,1445,0,60,67,53,190,180,17.9,21
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",18-05-2005,8.5,1547,1159,0,61,69,52,180,330,15,17
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",19-05-2005,10.96,1225,1223,0,60,69,50,180,170,19.9,23
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",20-05-2005,9.17,906,956,0.23,51,55,47,160,160,21,23
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",21-05-2005,10.96,2008,1229,0.22,59,70,47,130,200,17,21
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",22-05-2005,8.05,947,1208,0.45,58,63,52,330,360,15,17
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",23-05-2005,6.26,1634,1634,0,57,64,49,200,200,13,15
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",24-05-2005,13.2,1556,1555,0.05,55,61,48,30,30,29.1,33
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",25-05-2005,19.69,1225,1451,0.49,51,54,48,30,360,28,34
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",26-05-2005,14.09,423,7,0.04,57,61,52,10,360,25.1,32
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",27-05-2005,8.28,1837,1836,0,64,70,57,350,350,21.9,25
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",28-05-2005,10.29,1738,1731,0.03,65,75,55,260,250,36.9,42
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",29-05-2005,11.63,1733,1742,0,68,78,57,260,280,25.1,29
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",30-05-2005,9.62,1325,1325,0,67,76,58,230,230,21.9,25
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",31-05-2005,8.5,1617,1704,0,68,79,57,110,110,16.1,17
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",01-06-2005,8.5,1557,1556,0,59,64,53,140,140,14.1,16
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",02-06-2005,6.71,1735,1906,0,58,62,53,140,150,13,14
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",03-06-2005,7.16,2124,1540,0.31,63,68,57,60,110,12.1,14
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",04-06-2005,8.72,1700,1648,0.6,70,79,61,190,190,16.1,17
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",05-06-2005,9.17,1821,1933,0,74,85,63,190,190,17,19
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",06-06-2005,8.95,1904,1623,0.17,74,83,64,160,290,21.9,25
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",07-06-2005,10.29,1438,1103,0,77,88,65,190,230,17.9,21
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",08-06-2005,8.28,1709,1706,0,79,89,68,180,180,21,23
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",09-06-2005,10.74,1820,1819,0,73,79,66,180,180,21.9,25
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",10-06-2005,13.42,1610,1610,0.06,71,77,65,190,190,25.9,30
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",11-06-2005,10.07,1735,1812,0,71,78,64,180,190,19.9,23
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",12-06-2005,10.74,1031,1030,0,75,84,65,220,230,17.9,21
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",13-06-2005,8.95,1255,1351,0,76,83,69,190,190,15,16
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",14-06-2005,13.2,1243,1641,0,85,95,75,290,290,25.1,32
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",15-06-2005,12.53,1202,1201,0,71,81,60,110,100,21,23
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",16-06-2005,9.84,2128,2125,0.39,66,72,60,310,300,21,23
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",17-06-2005,12.53,2001,1615,0,69,77,60,300,260,19.9,23
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",18-06-2005,8.05,2342,2356,0,68,75,61,20,20,16.1,17
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",19-06-2005,9.4,1125,545,0,66,70,61,120,60,16.1,17
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",20-06-2005,8.05,1456,1455,0,64,73,55,160,150,16.1,17
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",21-06-2005,11.41,1739,1721,0,67,77,57,190,190,23.9,28
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",22-06-2005,9.84,1531,1140,0.07,74,84,63,350,350,21,25
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",23-06-2005,10.74,1754,1753,0,68,75,60,190,190,17,21
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",24-06-2005,13.2,1647,1642,0,70,78,62,190,200,23.9,29
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",25-06-2005,13.87,1633,1633,0,76,86,66,190,190,28,32
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",26-06-2005,12.97,1629,1610,0,77,85,68,180,190,21.9,25
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",27-06-2005,7.38,1318,1347,0.31,73,78,68,120,110,15,19
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",28-06-2005,13.65,1448,1448,0.06,76,82,70,190,190,23,25
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",29-06-2005,13.42,1419,1413,0.11,74,80,68,190,190,30,36
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",30-06-2005,6.49,321,320,0,73,79,67,200,200,12.1,14
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",01-07-2005,6.71,1554,1610,0.05,74,80,68,170,180,17,19
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",02-07-2005,8.95,1020,1019,0.02,76,83,69,350,360,16.1,19
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",03-07-2005,10.29,1145,729,0,71,78,63,120,60,17.9,23
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",04-07-2005,8.28,1119,1118,0,70,78,62,120,110,16.1,17
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",05-07-2005,10.29,1818,1803,0,74,79,68,190,180,23,28
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",06-07-2005,6.49,2359,2358,1.03,75,80,70,60,50,15,17
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",07-07-2005,10.07,606,606,0,69,73,65,50,50,17.9,21
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",08-07-2005,12.08,1613,1612,1.3,64,66,61,40,40,23.9,29
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",09-07-2005,12.08,1444,1444,0.09,73,84,61,310,310,32,36
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",10-07-2005,13.65,1350,1319,0,81,92,69,310,310,23.9,29
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",11-07-2005,10.51,1453,1239,0,80,92,67,350,280,17.9,21
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",12-07-2005,9.84,1108,1108,0,76,84,67,110,110,21,23
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",13-07-2005,8.28,954,954,0.96,72,76,67,140,140,19.9,21
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",14-07-2005,7.61,1320,1518,0,75,80,70,130,140,14.1,15
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",15-07-2005,6.71,1522,1203,0,76,81,71,170,160,13,15
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",16-07-2005,8.28,1704,1715,0,77,81,72,130,110,14.1,15
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",17-07-2005,7.61,708,707,1.73,76,80,72,180,190,17,19
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",18-07-2005,6.49,1544,1556,0.01,80,86,74,180,190,17,21
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",19-07-2005,9.62,1724,1724,0,83,90,76,230,230,19.9,23
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",20-07-2005,8.5,1533,1448,0,84,91,77,300,270,17,21
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",21-07-2005,9.4,1626,1716,0,81,89,73,190,190,17.9,21
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",22-07-2005,7.38,2222,2222,0,83,91,74,350,350,16.1,17
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",23-07-2005,11.41,1553,1552,0,79,85,72,360,350,21.9,28
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",24-07-2005,11.41,1644,1645,0,77,86,67,200,200,23.9,28
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",25-07-2005,13.2,1626,926,0.02,77,83,70,190,240,21.9,25
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",26-07-2005,9.4,1759,1615,0,79,89,69,180,190,21.9,28
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",27-07-2005,12.3,1609,1609,0,80,87,73,190,180,25.1,29
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",28-07-2005,10.07,125,124,0,74,79,68,350,350,21,25
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",29-07-2005,11.41,1515,2001,0,75,82,68,190,190,21,23
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",30-07-2005,5.82,1345,1445,0,76,83,69,170,180,13,14
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",31-07-2005,7.61,1504,1431,0,74,81,67,140,140,15,17
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",01-08-2005,8.95,2035,0,0,74,82,66,200,200,19.9,23
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",02-08-2005,8.05,1648,0,0,84,96,72,190,250,14.1,17
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",03-08-2005,7.61,1658,0,0,82.5,93,72,190,190,16.1,17
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",04-08-2005,7.38,1640,0,0,82,90,74,180,180,19.9,21
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",05-08-2005,13.2,1708,0,0,85.5,96,75,320,300,23,29
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",06-08-2005,8.05,1244,0,0,79.5,87,72,180,350,15,17
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",07-08-2005,7.16,1609,0,0,78,85,71,170,160,14.1,16
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",08-08-2005,7.61,2054,0,0.01,78,83,73,230,230,12.1,13
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",09-08-2005,7.61,933,0,0,76.5,82,71,220,210,25.1,28
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",10-08-2005,7.38,1510,0,0,79,86,72,160,160,14.1,16
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",11-08-2005,8.5,1505,0,0,83,93,73,190,200,19.9,21
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",12-08-2005,8.95,1800,0,0,82.5,90,75,190,180,21,25
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",13-08-2005,11.86,1738,0,0,84.5,92,77,190,200,23,25
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",14-08-2005,11.41,1908,0,0.41,81.5,90,73,360,350,29.1,36
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",15-08-2005,8.95,812,0,0.05,73.5,77,70,360,360,17,19
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",16-08-2005,5.59,2300,0,0,72.5,78,67,230,230,10.1,12
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",17-08-2005,9.62,1705,0,0,79,90,68,310,290,19.9,25
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",18-08-2005,10.07,1341,0,0,74,81,67,120,360,16.1,21
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",19-08-2005,10.51,1225,0,0,74,79,69,110,110,19.9,23
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",20-08-2005,10.51,1800,0,0,77.5,83,72,180,190,17.9,21
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",21-08-2005,11.41,1743,0,0,82.5,91,74,230,230,17.9,21
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",22-08-2005,10.29,1501,0,0,80,89,71,240,330,21,23
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",23-08-2005,8.95,1623,0,0,74.5,84,65,190,210,17.9,23
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",24-08-2005,10.74,1500,0,0,74,81,67,350,350,23,30
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",25-08-2005,11.41,820,0,0,73,82,64,20,20,21,23
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",26-08-2005,10.96,1820,0,0,75,83,67,190,190,19.9,23
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",27-08-2005,11.41,1311,0,0,74,82,66,140,140,21.9,25
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",28-08-2005,8.5,1440,0,0,78.5,85,72,140,160,15,17
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",29-08-2005,8.5,1430,0,0,78,84,72,150,130,16.1,17
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",30-08-2005,10.29,2216,0,0,80,85,75,150,150,17,21
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",31-08-2005,20.8,1428,0,0.11,78.5,85,72,180,190,32,36
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",01-09-2005,11.63,10,0,0,79,88,70,320,320,21.9,25
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",02-09-2005,9.4,2308,0,0,76.5,88,65,310,320,21.9,23
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",03-09-2005,12.53,354,0,0,76,84,68,320,320,19.9,23
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",04-09-2005,9.62,1532,0,0,73.5,83,64,360,360,17.9,23
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",05-09-2005,9.4,1117,0,0,72,80,64,350,170,16.1,17
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",06-09-2005,7.61,1515,0,0,70.5,81,60,120,120,15,17
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",07-09-2005,7.38,1343,0,0,68.5,78,59,170,170,13,16
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",08-09-2005,8.5,1719,0,0,72.5,82,63,180,180,17.9,21
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",09-09-2005,8.5,1045,0,0,72.5,82,63,350,350,19.9,23
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",10-09-2005,7.83,1440,0,0,69.5,78,61,190,200,15,17
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",11-09-2005,10.07,2340,0,0,68.5,78,59,230,230,17.9,21
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",12-09-2005,12.75,56,0,0,77.5,90,65,240,250,19.9,21
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",13-09-2005,6.93,2256,0,0,78,88,68,190,180,14.1,17
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",14-09-2005,8.72,1710,0,0,73.5,80,67,140,160,16.1,17
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",15-09-2005,6.49,1154,0,1.69,76,80,72,250,250,15,17
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",16-09-2005,10.07,1455,0,0.09,78.5,84,73,110,110,17.9,23
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",17-09-2005,9.84,1732,0,0,76.5,82,71,190,190,21,23
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",18-09-2005,9.62,1409,0,0,75.5,85,66,300,310,17.9,23
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",19-09-2005,7.38,2229,0,0,74,83,65,200,190,17,21
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",20-09-2005,11.86,1218,0,0,75.5,82,69,200,210,17.9,21
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",21-09-2005,10.96,526,0,0,73.5,81,66,310,310,19.9,21
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",22-09-2005,11.41,1821,0,0,72.5,82,63,180,180,23,28
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",23-09-2005,10.29,2223,0,0.06,78.5,88,69,10,350,23,29
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",24-09-2005,9.84,201,0,0,64.5,73,56,30,50,21,25
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",25-09-2005,10.96,1948,0,0,62.5,71,54,190,180,17.9,21
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",26-09-2005,18.12,1549,0,0.28,72,77,67,190,190,30,36
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",27-09-2005,13.2,756,0,0,68,77,59,320,300,23.9,32
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",28-09-2005,11.41,2341,0,0,63.5,73,54,170,160,19.9,23
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",29-09-2005,18.34,1041,0,0.04,65.5,76,55,190,250,32,51
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",30-09-2005,8.5,20,0,0,57.5,65,50,320,320,23,23
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",01-10-2005,5.37,1225,0,0,59,70,48,190,180,13,14
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",02-10-2005,5.14,1420,0,0,65,76,54,190,190,10.1,14
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",03-10-2005,6.04,1344,0,0,64.5,75,54,150,150,14.1,16
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",04-10-2005,4.03,1540,0,0,68,74,62,180,140,10.1,13
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",05-10-2005,4.03,1344,0,0,67.5,76,59,210,210,12.1,13
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",06-10-2005,7.38,1540,0,0,69.5,76,63,150,200,13,15
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",07-10-2005,12.75,1949,0,0.04,72.5,76,69,150,150,23,29
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",08-10-2005,20.8,2234,0,1.8,64,73,55,200,210,36,40
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",09-10-2005,9.62,207,0,0,57,60,54,330,320,19.9,23
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",10-10-2005,10.29,1131,0,0.35,59.5,61,58,30,20,16.1,17
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",11-10-2005,12.08,1903,0,0.15,60.5,63,58,20,30,21,25
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",12-10-2005,17.22,2249,0,4.09,55.5,58,53,60,50,28,32
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",13-10-2005,21.03,2328,0,1.93,59.5,62,57,70,70,33.1,40
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",14-10-2005,17,106,0,4.66,62,64,60,70,70,32,38
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",15-10-2005,17,1557,0,0.05,66,74,58,310,290,30,36
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",16-10-2005,21.7,1630,0,0,60,66,54,290,280,34.9,46
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",17-10-2005,15.21,1040,0,0,58.5,66,51,320,290,25.1,31
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",18-10-2005,14.99,1459,0,0,62,71,53,270,290,25.1,33
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",19-10-2005,12.97,1858,0,0,59,66,52,210,200,21.9,25
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",20-10-2005,8.5,232,0,0,56,62,50,320,330,23,29
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",21-10-2005,2.91,1103,0,0.02,53,54,52,180,180,8.9,10
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",22-10-2005,14.09,1620,0,0.55,51.5,54,49,70,60,23.9,31
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",23-10-2005,14.09,850,0,0,50.5,57,44,310,320,25.9,31
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",24-10-2005,12.3,2255,0,0.65,45.5,53,38,50,60,28,34
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",25-10-2005,19.69,812,0,0.68,45.5,51,40,40,40,36,46
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",26-10-2005,18.12,1231,0,0,46.5,54,39,300,310,32,38
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",27-10-2005,10.29,1115,0,0,45,50,40,310,310,17,21
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",28-10-2005,6.71,745,0,0,45.5,51,40,360,10,17,19
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",29-10-2005,10.29,1606,0,0,44.5,48,41,320,350,19.9,25
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",30-10-2005,14.54,1022,0,0,57,69,45,310,310,25.1,30
